OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"81","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-15,SL - Street Lighting,Outside 126,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529336.302200000034645,170270.691300000005867,0
"82","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-16,SL - Street Lighting,Outside 134,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529317.383700000005774,170248.269300000043586,0
"83","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-18,SL - Street Lighting,Adjacent/near 140,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529286.787000000011176,170209.965099999972153,0
"84","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-19,SL - Street Lighting,Outside 154,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529265.065700000035577,170187.309600000007777,0
"85","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-2,SL - Street Lighting,Outside 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529548.843800000031479,170532.748099999997066,0
"86","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-20,SL - Street Lighting,Outside 166,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529242.176699999952689,170168.391100000008009,0
"87","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-21,SL - Street Lighting,Outside 166,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529228.396500000031665,170145.034900000027847,0
"88","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-22,SL - Street Lighting,Outside 182,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529203.405299999983981,170132.889599999994971,0
"89","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-23,SL - Street Lighting,Outside 135,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529187.523099999991246,170108.599199999996927,0
"90","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-24,SL - Street Lighting,Outside 143,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529169.305300000007264,170092.716899999999441,0
"91","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-25,SL - Street Lighting,Outside 208,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529145.481900000013411,170082.206600000004983,0
"92","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-26,SL - Street Lighting,Outside 218,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529126.796899999957532,170065.390199999994365,0
"93","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-27,SL - Street Lighting,Outside 228,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529106.243499999982305,170043.201800000009825,0
"94","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-28,SL - Street Lighting,Outside 238,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529100.871500000008382,170016.575699999986682,0
"95","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-29,SL - Street Lighting,Outside 248,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529107.878400000045076,169992.518799999990733,0
"96","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-3,SL - Street Lighting,Outside 5,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529535.297200000029989,170503.319199999998091,0
"97","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-30,SL - Street Lighting,Outside 248,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529125.862700000056066,169973.600199999986216,0
"98","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-31,SL - Street Lighting,Outside 179,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529154.357300000032410,169966.126199999998789,0
"99","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-32,SL - Street Lighting,Outside 276,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529176.312099999981001,169943.470700000005309,0
"100","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-33,SL - Street Lighting,Outside 197,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529203.171800000010990,169935.996699999988778,0
"101","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-34,SL - Street Lighting,Outside 207,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529223.725199999986216,169923.384400000039022,0
"102","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-35,SL - Street Lighting,Side of 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529244.745800000033341,169901.429499999998370,0
"103","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-4,SL - Street Lighting,Outside 32,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529509.838899999973364,170484.167099999991478,0
"104","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-5,SL - Street Lighting,Outside 27,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529497.693699999945238,170457.307499999995343,0
"105","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-6,SL - Street Lighting,Outside 50,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529474.103899999987334,170440.724599999986822,0
"106","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-7,SL - Street Lighting,Opposite 60,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529466.396300000022165,170419.003300000011222,0
"107","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-8,SL - Street Lighting,Outside 66,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529443.974399999948218,170403.354599999991478,0
"108","21900064",ABERCAIRN ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-9,SL - Street Lighting,Outside 76,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529425.990100000053644,170381.166200000006938,0
"109","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0064-01,SL - Street Lighting,Outside 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529564.258900000015274,170549.564500000007683,0
"110","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-01,SL - Street Lighting,Side of 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529662.404399999999441,170388.808400000038091,0
"111","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-02,SL - Street Lighting,Outside 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529658.043399999965914,170410.613199999992503,0
"112","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-03,SL - Street Lighting,Outside 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529647.183799999998882,170430.416599999996834,0
"113","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-04,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529637.009399999980815,170449.998300000006566,0
"114","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-05,SL - Street Lighting,Outside 23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529617.647899999981746,170468.863400000002002,0
"115","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-06,SL - Street Lighting,Outside 31,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529601.562599999946542,170498.593699999997625,0
"116","21900066",ABERFOYLE ROAD,LB - Lambeth,L1 - Streatham South,STREATHAM SOUTH,C0066-07,SL - Street Lighting,Outside 46,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529588.233299999963492,170530.795500000007451,0
"117","21901579",ACCESS ROAD LEADING FROM CLARENCE AVENUE TO PINEWOOD COURT,LB - Lambeth,L1 - Thornton,,C0805-27,SL - Street Lighting,Outside 64,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530042.984100000001490,174418.798799999989569,0
"118","21901579",ACCESS ROAD LEADING FROM CLARENCE AVENUE TO PINEWOOD COURT,LB - Lambeth,L1 - Thornton,,C0805-28,SL - Street Lighting,Outside 66,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530037.482899999944493,174390.417300000000978,0
"119","21901579",ACCESS ROAD LEADING FROM CLARENCE AVENUE TO PINEWOOD COURT,LB - Lambeth,L1 - Thornton,,C0805-FB02,SB - Belisha Beacon,Opposite 66,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",530038.900299999979325,174400.436799999995856,0
"120","21901632",ACCESS ROAD LEADING FROM CLARENCE AVENUE TO POYNDERS ROAD,LB - Lambeth,L1 - Thornton,,C0348-24,SL - Street Lighting,Outside 90,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529611.900299999979325,174044.668699999980163,0
"121","21903536",ACCESS ROAD LEADING FROM EFFRA PARADE TO THE REAR OF 37 TO 39 EFFRA PARADE,LB - Lambeth,L1 - Herne Hill,,C0140-03,SL - Street Lighting,Outside 13,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531434.240600000019185,174917.935700000001816,0
"122","21903536",ACCESS ROAD LEADING FROM EFFRA PARADE TO THE REAR OF 37 TO 39 EFFRA PARADE,LB - Lambeth,L1 - Herne Hill,,C0140-05,SL - Street Lighting,Outside 39,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531402.669299999950454,174862.624799999990501,0
"123","21903536",ACCESS ROAD LEADING FROM EFFRA PARADE TO THE REAR OF 37 TO 39 EFFRA PARADE,LB - Lambeth,L1 - Herne Hill,,C0140-07,SL - Street Lighting,Opposite 65,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531372.321699999971315,174804.989000000001397,0
"124","21901635",ACCESS ROAD LEADING FROM WANDSWORTH ROAD TO DAVIDSON GARDENS,LB - Lambeth,L1 - Oval,,D1460-32,SL - Street Lighting,Outside 9/18,1 - Good,(NS1) Tubular Aluminium,"10",Not Specified - Phase out to be confirmed,TN - Tubular Standard,A1 - Aluminium,CS - Standard,NULL,NULL,"2",530054.263099999981932,177250.173199999990175,0
"125","21903297",ACCESS ROAD LEADING TO RAILWAY ARCHES ADJACENT TO 281 ROSENDALE ROAD,LB - Lambeth,L1 - Thurlow Park,,1178-C,SL - Mounted Lighting,,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532023.937500000000000,173831.500000000029104,0
"126","21903297",ACCESS ROAD LEADING TO RAILWAY ARCHES ADJACENT TO 281 ROSENDALE ROAD,LB - Lambeth,L1 - Thurlow Park,,1178-D,SL - Mounted Lighting,,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532020.687500000000000,173834.499999999970896,0
"127","21903296",ACCESS ROAD LEADING TO RAILWAY ARCHES ADJACENT TO 282 ROSENDALE ROAD,LB - Lambeth,L1 - Thurlow Park,,1178-A,SL - Mounted Lighting,,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532011.500000000000000,173815.031300000002375,0
"128","21903296",ACCESS ROAD LEADING TO RAILWAY ARCHES ADJACENT TO 282 ROSENDALE ROAD,LB - Lambeth,L1 - Thurlow Park,,1178-B,SL - Mounted Lighting,,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532007.312500000000000,173818.953100000013364,0
"129","21903295",ACCESS ROAD LEADING TO RAILWAY ARCHES BETWEEN 39 & 41 NORWOOD ROAD,LB - Lambeth,L1 - Thurlow Park,,0423-A_FP,FP - Pillar,,NULL,FEEDER PILLAR SMALL,,NULL,NULL,NULL,NULL,NULL,NULL,"0",532098.687500000000000,174089.312500000000000,0
"130","21903294",ACCESS ROAD LEADING TO RAILWAY DEPOT FROM SHAKESPEARE ROAD,LB - Lambeth,L1 - Herne Hill,,C1223-15,SL - Street Lighting,Adjacent/near opposite 83,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531748.357199999969453,174848.166900000011083,0
"131","21901599",ACCESS ROAD LEADING TO SACKVILLE ESTATE FROM GRACEFIELD GARDENS,LB - Lambeth,L1 - Streatham Wells,,C0629-09,SL - Street Lighting,Side of 45,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530401.925900000031106,172063.861000000004424,0
"132","21901599",ACCESS ROAD LEADING TO SACKVILLE ESTATE FROM GRACEFIELD GARDENS,LB - Lambeth,L1 - Streatham Wells,,C0629-10,SL - Street Lighting,Side of 45,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530417.270000000018626,172077.254500000010012,0
"133","21903290",ACCESS ROAD LEADING TO SAINSBURY'S SUPERMARKET CAR PARK FROM CLAPHAM PARK ROAD,LB - Lambeth,L1 - Clapham Town,,0344-X39,SL - Street Lighting,Outside 29,2 - Fair,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529571.812500000000000,175216.359399999986636,0
"134","21903498",ACCESS ROAD LEADING TO STREATHAM COMMON STATION FROM ESTREHAM ROAD,LB - Lambeth,L1 - St. Leonard's,,C0528-02,SL - Street Lighting,Opposite 1 station garage mews,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529749.091699999989942,170506.040399999998044,0
"135","21903498",ACCESS ROAD LEADING TO STREATHAM COMMON STATION FROM ESTREHAM ROAD,LB - Lambeth,L1 - St. Leonard's,,C0528-04,SL - Street Lighting,Junction with pathfield road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529729.050300000002608,170536.242599999997765,0
"136","21903498",ACCESS ROAD LEADING TO STREATHAM COMMON STATION FROM ESTREHAM ROAD,LB - Lambeth,L1 - St. Leonard's,,C0528-05,SL - Street Lighting,Opposite 11,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529716.016399999964051,170555.863500000006752,0
"137","21903023",ACCESS ROAD LEADING TO SUPERMARKET FROM WANDSWORTH ROAD,LB - Lambeth,L1 - Oval,,1072-X2,SL - Street Lighting,,1 - Good,(NS1) Tubular Aluminium,"8",Not Specified - Phase out to be confirmed,TN - Tubular Standard,A1 - Aluminium,CS - Standard,NULL,NULL,"1",530026.312500000000000,177312.406300000002375,0
"138","21901624",ACCESS ROAD LEADING TO WEST NORWOOD CEMETERY FROM NORWOOD HIGH STREET,LB - Lambeth,L1 - Gipsy Hill,,M1034-01,SL - Street Lighting,Adjacent/near libr,1 - Good,(FA1) Standard Tubular Steel,"10",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"2",531927.058500000042841,172185.388399999996182,0
"139","21901571",ACCESS WAY LEADING TO CRESCENT COURT FROM PARK HILL,LB - Lambeth,L1 - Clapham Common,,C1069-19,SL - Street Lighting,Opposite clapham pk school,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529979.735600000014529,174570.868900000001304,0
"140","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-01,SL - Street Lighting,Outside 172,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532713.792200000025332,175581.916200000006938,0
"141","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-02,SL - Street Lighting,Outside 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532688.898099999991246,175590.600199999986216,0
"142","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-03,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532665.644199999980628,175592.626500000013039,0
"143","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-04,SL - Street Lighting,Outside 5,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532642.583400000003166,175582.398600000014994,0
"144","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-05,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532616.145400000037625,175575.108500000002095,0
"145","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-06,SL - Street Lighting,Outside 13,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532610.259599999990314,175552.487099999998463,0
"146","21900068",ACLAND CRESCENT,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0068-07,SL - Street Lighting,Outside 13,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532595.979300000006333,175532.610400000005029,0
