Codes,Names,Lone parent household (%),BAME (%),English as first language (%),Social rented (%),Private rented (%),% Highest level of qualification: Level 2 qualifications,Unemployment rate,Median Household Income (£)
E01001942,Hammersmith and Fulham 005D,10.5,36.5,80.8,27.1,42.4,8.0,7.5,35855
E01001858,Hammersmith and Fulham 006A,12,35.6,84.8,36.6,30.1,9.6,6.3,32206
E01001860,Hammersmith and Fulham 006B,13.7,46.1,80,44.2,31.9,10.3,11.3,28033
E01001861,Hammersmith and Fulham 006C,13.9,43.6,78.3,39.9,28.1,10.7,7.9,32429
E01001863,Hammersmith and Fulham 006D,11.5,25.4,87.8,23.2,28.2,9.1,6.1,41718
E01001864,Hammersmith and Fulham 006E,8.3,29.5,83.8,29.7,36.7,8.9,6.9,36369
E01001852,Hammersmith and Fulham 007A,5.2,26.6,83.1,15.3,44.2,5.9,4.4,41949
E01001853,Hammersmith and Fulham 007B,6.8,21.2,84.3,16.7,39.4,6.0,4.7,48841
E01001854,Hammersmith and Fulham 007C,7.9,29.1,81.6,22,39.6,7.5,6.7,36158
E01001857,Hammersmith and Fulham 007D,14.5,47.2,78.9,52.7,27.7,9.3,9.9,25478
E01001859,Hammersmith and Fulham 008A,14.1,41.6,78.8,35,26,8.6,7.7,32568
E01001865,Hammersmith and Fulham 008B,10,28.1,88.6,18.4,31.3,7.9,7.2,44702
E01001927,Hammersmith and Fulham 008C,5.9,16.1,92.6,6.3,25.5,9.4,5.2,64996
E01001930,Hammersmith and Fulham 008D,9.3,28.9,88.8,37.4,26.4,7.8,6.0,36675
E01001895,Hammersmith and Fulham 009A,9.3,30.5,90.4,27.4,32.5,9.0,5.8,42330
E01001896,Hammersmith and Fulham 009B,10.6,37,86.1,35,33,6.4,4.7,34281
E01001897,Hammersmith and Fulham 009C,8.7,22,86.8,23.6,30,7.0,4.7,56020
E01001929,Hammersmith and Fulham 009D,5.9,14.2,93.5,11.4,27,5.6,3.1,60245
E01001851,Hammersmith and Fulham 010A,6.2,16.4,85.8,15.5,33.6,6.5,3.0,62626
E01001855,Hammersmith and Fulham 010B,6.4,21,83.4,17.1,41.3,6.0,4.8,47000
E01001856,Hammersmith and Fulham 010C,14.1,35.6,79.9,39.3,36.2,9.6,7.7,35666
E01001869,Hammersmith and Fulham 010D,4.9,17.4,86.6,16.2,36.4,6.8,2.9,68517
E01001873,Hammersmith and Fulham 010E,12.2,30.7,82,36.3,31.6,8.9,7.1,35267
E01001928,Hammersmith and Fulham 011A,11.8,28.8,84.9,28.7,27.6,8.5,7.0,45800
E01001931,Hammersmith and Fulham 011B,11.3,40.1,77.3,22.7,41,9.0,7.4,33145
E01001932,Hammersmith and Fulham 011C,8.1,28.7,82.7,27.6,42.9,7.1,7.1,36798
E01001933,Hammersmith and Fulham 011D,9,27.3,89.1,19.5,24.4,9.7,7.1,47060
E01001866,Hammersmith and Fulham 012A,7.4,34.6,75.3,13.2,42.5,7.7,6.4,46487
E01001867,Hammersmith and Fulham 012B,5.9,43.8,75.8,14.4,43,7.6,6.2,37281
E01001868,Hammersmith and Fulham 012C,21.1,45.4,76.3,60,27.2,12.0,9.2,25936
E01001870,Hammersmith and Fulham 012D,7.2,38.1,73.8,13,53.3,4.7,5.2,36555
E01001871,Hammersmith and Fulham 012E,6.4,39.5,77.5,12.5,44.2,7.1,6.0,47680
E01001872,Hammersmith and Fulham 012F,5.5,33.2,78,18.6,44.5,6.7,8.1,43636
E01001893,Hammersmith and Fulham 013A,21.6,40.4,83.7,58.9,20.4,11.1,9.9,27800
E01001894,Hammersmith and Fulham 013B,12.8,34.8,83.1,43.5,28.7,7.7,9.2,31020
E01001898,Hammersmith and Fulham 013C,7.1,32.2,83.4,18.8,45.8,6.5,6.6,40953
E01001899,Hammersmith and Fulham 013D,18.2,39.3,80.3,64.8,17.7,9.3,10.9,26724
E01001900,Hammersmith and Fulham 013E,13.8,35.9,82.3,51.2,27,8.2,7.2,32216
E01001889,Hammersmith and Fulham 014A,7.1,23.4,88.7,19.6,32,5.5,4.3,48469
E01001910,Hammersmith and Fulham 014B,5,29.8,77.9,21.3,47.4,5.7,4.8,41236
E01001913,Hammersmith and Fulham 014C,3.2,15.4,87.1,3.7,49.5,3.6,2.8,59306
E01001914,Hammersmith and Fulham 014D,5.3,32.8,75.1,19.6,52.9,6.3,5.2,36349
E01001885,Hammersmith and Fulham 015A,28.3,56,76.6,78.6,9.5,13.3,16.6,21568
E01001908,Hammersmith and Fulham 015B,5.8,29.9,71.7,13.6,56,5.5,5.9,38438
E01001909,Hammersmith and Fulham 015C,9.7,28,82.3,34.3,32.4,7.9,6.5,35191
E01001911,Hammersmith and Fulham 015D,21,49.5,77.8,59.9,16.5,10.3,10.3,25954
E01001912,Hammersmith and Fulham 015E,21.7,52.7,74.5,58.5,21.2,9.7,12.2,25244
E01001886,Hammersmith and Fulham 016A,17.2,33.1,82.6,38.7,25.3,9.3,8.7,31180
E01001887,Hammersmith and Fulham 016B,10.3,31.6,88.8,43.5,27.4,8.7,5.5,31808
E01001890,Hammersmith and Fulham 016C,5.3,42.1,77.3,49.1,29.8,6.0,3.7,35632
E01001892,Hammersmith and Fulham 016D,17.7,34.8,85.8,50.1,20,10.2,8.4,30655
E01001880,Hammersmith and Fulham 017A,9.4,25.3,81.6,38.4,33.2,9.8,5.9,36767
E01001881,Hammersmith and Fulham 017B,8.5,19.3,84.9,17,40.5,6.4,3.7,52187
E01001882,Hammersmith and Fulham 017C,5.6,22.4,84.5,11,43.6,5.3,4.2,52500
E01001883,Hammersmith and Fulham 017D,9,29.8,81.2,35,37.1,9.5,5.2,34708
E01001884,Hammersmith and Fulham 017E,8.2,33.7,81.7,46.3,30.1,7.3,5.4,34299
E01001888,Hammersmith and Fulham 018A,7,19.8,92.5,15.7,23.6,6.9,4.8,47653
E01001891,Hammersmith and Fulham 018B,4.6,27.9,79.7,7.3,53.2,5.2,3.2,44278
E01001917,Hammersmith and Fulham 018C,8.3,15.9,91.8,27.9,26.3,7.8,3.3,46207
E01001918,Hammersmith and Fulham 018D,9,19.2,92.1,13.7,24.4,8.5,4.8,51437
E01001919,Hammersmith and Fulham 018E,6.6,17.1,88.3,12.1,21.6,8.8,4.4,59872
E01001879,Hammersmith and Fulham 019A,10.6,27.4,83.3,32.7,30.8,8.0,7.6,35330
E01001901,Hammersmith and Fulham 019B,7.6,16.4,87.9,13.8,32.7,8.0,5.1,59013
E01001902,Hammersmith and Fulham 019C,6.6,20.2,87.6,22.2,42.8,5.9,4.6,39484
E01001903,Hammersmith and Fulham 019D,15.1,33.6,86.9,38.5,27,8.2,7.2,32297
E01001920,Hammersmith and Fulham 020A,7.9,27.2,83.6,48.1,25.6,9.5,7.4,32254
E01001921,Hammersmith and Fulham 020B,7.4,16.6,87.3,22.2,32.1,7.5,6.8,53498
E01001922,Hammersmith and Fulham 020C,6.9,16.2,87.6,12.8,29.5,9.8,5.3,66015
E01001923,Hammersmith and Fulham 020D,9.2,22.9,90.2,25.9,29.1,8.0,3.9,53047
E01001924,Hammersmith and Fulham 020E,4.5,13.4,88.1,6.8,32.9,7.4,3.0,70788
E01001947,Hammersmith and Fulham 021A,25.5,49.1,81.4,72.4,12.2,9.5,13.1,23795
E01001948,Hammersmith and Fulham 021B,7.7,20.6,86.4,15.2,35.5,6.3,4.4,52878
E01001949,Hammersmith and Fulham 021C,5.5,10.8,87.5,9,43.3,7.2,4.0,62049
E01001950,Hammersmith and Fulham 021D,4.7,13,86.9,7.1,40.1,5.0,3.7,65418
E01001951,Hammersmith and Fulham 021E,7.7,20.3,88.2,23.8,34.9,7.4,5.0,48993
E01001953,Hammersmith and Fulham 021F,11.8,28.7,82.6,33,41.8,6.9,6.8,35213
E01001904,Hammersmith and Fulham 022A,4.4,15.6,87.2,9.8,35.5,6.5,4.5,53985
E01001905,Hammersmith and Fulham 022B,5.5,15.2,89.9,13.9,36.3,6.7,2.6,56958
E01001906,Hammersmith and Fulham 022C,4.3,17.7,89.8,14.3,37.5,6.9,4.1,53757
E01001907,Hammersmith and Fulham 022D,7.1,15,87.9,13.1,33.2,7.5,4.5,58816
E01001935,Hammersmith and Fulham 023A,10.8,21.6,91.4,30.6,27,9.3,6.2,44894
E01001939,Hammersmith and Fulham 023C,15.1,33.2,86.3,41.3,18,9.5,6.4,36020
E01032788,Hammersmith and Fulham 023D,20,30.7,89.9,35.7,28.6,10.8,8.1,35752
E01032789,Hammersmith and Fulham 023E,11.9,44.1,72.7,30.7,33.1,6.7,5.2,40775
E01032790,Hammersmith and Fulham 023F,13.1,42,78.6,30.5,33.8,7.7,4.6,44715
E01001915,Hammersmith and Fulham 024A,6.1,12.7,89.5,15,26.5,8.2,4.0,63393
E01001916,Hammersmith and Fulham 024B,3.6,9.4,91.7,2.5,27,12.1,3.4,67757
E01001926,Hammersmith and Fulham 024C,4.7,12.6,91.4,6.7,30.8,7.5,3.9,68262
E01001952,Hammersmith and Fulham 024D,5.4,20.2,88.6,16.1,47.6,5.6,4.6,45601
E01001925,Hammersmith and Fulham 025A,4.6,15.9,85.3,12.2,26.9,9.2,3.9,73712
E01001934,Hammersmith and Fulham 025B,17.6,32.5,84.4,44.9,21.5,11.8,9.1,33951
E01001937,Hammersmith and Fulham 025C,8,16.9,89.1,12.4,37.4,7.9,5.2,57341
E01001938,Hammersmith and Fulham 025D,18,34.6,87.8,45.3,17.2,9.5,6.5,32751
E01001969,Haringey 001A,14.4,36.5,74.7,26.1,39.3,9.5,10.0,27109
E01001971,Haringey 001B,23.1,50.6,74.1,57.8,18,13.7,12.5,21324
E01001974,Haringey 001C,9.5,34.5,73.2,8.4,45.2,9.6,8.5,30885
E01001975,Haringey 001D,10.6,32.9,72,11.7,45.2,9.2,8.2,31082
E01002036,Haringey 002A,23.7,61.3,66.4,39.1,24.6,12.7,16.0,19809
E01002037,Haringey 002B,23.1,61.7,67,50.1,31,14.4,22.8,19372
E01002039,Haringey 002C,35.1,60.4,67.8,78.4,10.2,14.5,18.7,16167
E01002040,Haringey 002D,23,63,71.9,31.5,29.5,13.5,13.0,22064
E01001962,Haringey 004A,13.4,28.3,86.1,16.2,16.2,11.3,5.8,43970
E01001970,Haringey 004B,25.1,50.8,73.6,40.2,28.2,13.1,10.3,25137
E01001972,Haringey 004C,15,38.2,80.5,36.6,23.2,11.6,8.8,27278
E01001973,Haringey 004D,15.4,35,76.2,24.4,26.9,11.2,5.5,35540
E01002090,Haringey 005A,21.5,48.5,73.6,37.9,18.6,14.5,9.9,23786
E01002093,Haringey 005B,26.2,48,77.7,57.7,13,13.9,12.2,20308
E01002096,Haringey 005C,26.9,49.4,78.2,56.9,9.8,13.4,13.1,21635
E01002097,Haringey 005D,34.1,54.5,73.3,46.1,16.4,13.9,14.6,22105
E01002091,Haringey 006A,22.7,50.4,71.8,54.5,13.4,10.6,12.8,19050
E01002092,Haringey 006B,23.5,59.8,68.5,30.6,38.9,14.5,12.5,21122
E01002094,Haringey 006C,34.9,55.2,75.6,49.5,16.5,14.8,12.4,22041
E01002095,Haringey 006D,32.6,54.5,77.5,57,18,15.6,13.8,22094
E01002098,Haringey 007A,10.8,31.4,84.9,16.7,35.9,8.6,7.2,32522
E01002101,Haringey 007B,9.9,37.9,70.8,8,38.8,12.3,7.8,27398
E01002102,Haringey 007C,14.9,39.7,70.5,15.7,48.1,9.6,8.5,27352
E01002105,Haringey 007D,13.5,39.5,62.8,20.4,52.8,9.5,8.1,24889
E01002099,Haringey 008A,22.4,51.9,67.2,55.8,21.5,12.5,14.0,19620
E01002100,Haringey 008B,17.9,50.9,66.9,27.2,27.8,11.5,8.8,23799
E01002103,Haringey 008C,15,43.9,69.5,14.6,36.8,9.5,6.4,26615
E01002104,Haringey 008D,19.4,47.1,76.6,21,22.8,10.9,10.2,25781
E01001963,Haringey 009A,8.4,17.8,92.9,6.5,19.4,9.7,6.6,57514
E01001964,Haringey 009B,9.3,24.1,88.2,10.3,32.7,10.8,5.1,46617
E01001965,Haringey 009C,7.9,17.5,91.9,10.4,17.5,7.8,4.7,55082
E01001966,Haringey 009D,7.9,17,93.8,4.9,19.8,11.5,4.1,60698
E01002027,Haringey 010A,18.8,42.5,71,30.8,30.4,9.1,7.2,26047
E01002028,Haringey 010B,19.2,42.6,78.3,27.8,30.1,10.7,9.3,26217
E01002032,Haringey 010C,23.1,45,72.7,50.6,20.3,11.9,9.9,22386
E01002033,Haringey 010D,25.5,47.2,73.1,44.6,24,10.6,13.5,23449
E01001976,Haringey 011A,21.7,56.9,70.9,28.3,31.2,12.2,10.3,23260
E01001977,Haringey 011B,19.5,54.7,72.2,33.7,31.4,12.1,10.7,22220
E01001978,Haringey 011C,20.4,61.3,72.8,41,29.9,11.4,9.9,21868
E01001979,Haringey 011D,20.8,59.8,64.9,37,33.2,12.2,10.9,20054
E01002074,Haringey 012A,26.1,62.7,74.9,43.8,25.9,11.7,15.5,20342
E01002077,Haringey 012B,31.8,53.1,71.6,58.3,22.7,12.7,12.0,18985
E01002079,Haringey 012C,20.8,53.3,64.7,15.4,34.7,10.9,11.0,24840
E01002081,Haringey 012D,19.3,59.1,70.1,55.8,22.8,11.8,13.4,17805
E01002082,Haringey 013A,31.2,66.6,72.4,79.4,8.1,13.6,15.6,18120
E01002086,Haringey 013B,17.9,49.4,70.9,36.2,24.1,11.5,12.1,23484
E01002088,Haringey 013C,13.4,38.5,70.1,16.3,33.1,9.8,7.5,26737
E01002089,Haringey 013D,26.4,67.2,65.1,85.2,6.1,15.2,19.8,16706
E01001967,Haringey 014A,8.5,17.3,91.5,5.7,21.6,8.8,3.9,59951
E01001968,Haringey 014B,7.6,20.8,87.4,8.5,38.9,9.6,4.9,49809
E01001996,Haringey 014C,6.9,15.3,90,8,35,10.1,5.4,48129
E01001997,Haringey 014D,5.3,16.8,90,3.8,54.5,8.6,6.0,48911
E01002075,Haringey 015A,28.9,57.2,76.3,39,23.5,12.3,12.7,21303
E01002076,Haringey 015B,25.4,59,70.3,26.3,29.6,11.6,10.6,21165
E01002078,Haringey 015C,18.2,55.7,73.7,45.3,22,12.9,10.9,22595
E01002080,Haringey 015D,18.4,59.2,72,15.7,34.3,10.6,8.9,24959
E01002026,Haringey 016A,20.1,55.2,69.5,70.6,14.2,10.6,15.2,19793
E01002029,Haringey 016B,18.6,47.8,69.3,42.6,23.5,10.6,8.1,23591
E01002030,Haringey 016C,13.8,42.6,71.6,17.6,40,10.7,8.7,28385
E01002031,Haringey 016D,13.9,39.2,61.3,17.3,51.8,9.2,8.8,25716
E01001991,Haringey 017A,9.3,18.6,90.1,6.5,53.5,7.4,3.8,50791
E01001992,Haringey 017B,5.7,14.7,89.4,4.3,28,10.6,3.2,64155
E01001993,Haringey 017C,6.2,11.6,95.1,7.7,14.4,7.1,3.6,67526
E01001995,Haringey 017D,22.4,32.9,89.3,33.6,12,13.5,9.0,34826
E01001980,Haringey 018A,17.7,56.1,70,19.2,34,10.2,9.2,24453
E01001981,Haringey 018B,18.8,57.6,72,21.8,37.1,10.8,14.0,24205
E01001982,Haringey 018C,17.5,52.1,72.6,21.6,33.7,11.0,9.8,24698
E01001983,Haringey 018D,20.3,46.7,76.6,17,26.8,10.6,9.6,27412
E01002083,Haringey 019A,7.6,40.9,68.7,6.1,37.4,9.3,6.8,28693
E01002084,Haringey 019B,10,38.3,70.6,16.5,31.7,8.4,7.8,26963
E01002085,Haringey 019C,13.3,43.8,66.9,26.3,38.6,9.4,8.5,25144
E01002087,Haringey 019D,13.4,41.9,68.2,26.9,37.3,9.2,9.8,25200
E01002014,Haringey 020B,9.8,27.4,89.5,18.4,41.2,8.9,6.1,37571
E01002015,Haringey 020C,15.7,34.7,88.6,42.5,15.4,10.0,11.1,30722
E01002018,Haringey 020D,17.8,26.8,91.7,35.9,14.5,7.8,9.0,34527
E01033085,Haringey 020E,11,36.3,82.9,23.2,43.1,10.4,7.5,28284
E01033086,Haringey 020F,25.4,48.2,74.4,70.5,13.3,11.4,14.4,19815
E01002020,Haringey 021A,11.2,22.8,90.2,16.7,35.1,9.3,6.3,44528
E01002022,Haringey 021B,5.7,14.2,87,3.6,59.5,6.4,4.4,48468
E01002023,Haringey 021C,7.7,14.9,93.4,9.5,20.4,8.3,3.6,55090
E01002025,Haringey 021D,5.8,15.8,94.6,4,28.4,7.5,4.3,64078
E01002013,Haringey 022A,10.8,17.1,95.1,11.3,20.5,7.8,5.0,49152
E01002019,Haringey 022B,6.6,12.9,95.8,4,16.5,10.3,4.2,58662
E01002021,Haringey 022C,7.6,14.4,94.9,10,17.6,9.0,4.0,57998
E01002024,Haringey 022D,8.2,18.9,92.1,20.2,19.7,9.3,5.1,48775
E01001998,Haringey 023A,9,31.6,75.4,8,48.9,7.6,6.2,33655
E01001999,Haringey 023B,10.4,34.2,70.7,9.2,46.4,7.2,6.8,29738
E01002003,Haringey 023C,16,42.2,63.9,27.1,53.7,8.2,10.1,23422
E01002004,Haringey 023D,11.1,35.8,77.3,15.5,31.7,7.5,8.2,31149
E01002067,Haringey 024A,17.3,50.2,68.9,48.6,22.4,9.3,12.8,22018
E01002069,Haringey 024B,11.6,49.4,65.6,34.7,39.4,10.7,12.9,22202
E01002070,Haringey 024C,16.3,47.9,75.2,18.1,34.6,9.1,9.5,25241
E01002073,Haringey 024D,19.2,50.3,66.7,39.8,28.2,10.4,10.3,22670
E01002066,Haringey 025A,24.6,62.4,70.4,56.2,21.1,12.8,11.0,21297
E01002068,Haringey 025B,14.5,49,73.2,26.1,41.3,11.2,12.5,24868
E01002071,Haringey 025C,22.7,61.4,65.6,51.7,24.4,12.0,11.9,19662
E01002072,Haringey 025D,18.2,53.3,72.2,41.9,25.7,10.5,9.6,21987
E01002043,Haringey 026A,12.9,46.2,63.6,15.8,44.3,11.3,8.8,25093
E01002045,Haringey 026B,19.8,54.1,67.2,36.6,32,13.2,13.9,24124
E01002046,Haringey 026C,18.9,53.3,72.5,38.8,24.4,10.0,9.7,23160
E01002049,Haringey 026D,18.6,54.4,73.6,34.5,23.1,9.5,9.4,23817
E01002042,Haringey 027A,9.2,39.5,72.3,11.1,39.2,10.0,6.5,27242
E01002044,Haringey 027B,10,34.6,70.4,10.5,47.2,6.9,7.3,27889
E01002047,Haringey 027C,10,34.4,71.5,12.5,44.1,6.3,5.9,28008
E01002048,Haringey 027D,15.1,44.5,73.9,23.6,32.5,11.7,9.2,26724
E01002016,Haringey 028A,14,30.3,87.3,30.1,27.4,9.4,5.6,38451
E01002017,Haringey 028B,10,30.3,91.3,18.9,33.6,9.5,11.3,41851
E01002059,Haringey 028C,13.9,27.1,88.9,33.4,18.6,8.1,8.4,39071
E01002060,Haringey 028D,9,18.5,92.7,14.4,28.3,8.6,4.5,49636
E01002050,Haringey 029A,13.1,31.7,77.5,11.8,40.7,11.4,6.0,30862
E01002051,Haringey 029B,15.9,47.9,65.5,35.1,38.5,10.2,10.3,24092
E01002052,Haringey 029C,12.5,31.9,82.9,20.3,32.5,12.6,9.2,29226
E01002055,Haringey 029D,8.1,27.8,76.1,13.4,41.7,11.8,5.3,30174
E01001994,Haringey 030A,6.8,24.4,89.6,8.6,35.1,8.8,3.7,52248
E01002008,Haringey 030B,7,17.5,92.8,13.7,23.5,10.2,3.3,67696
E01002010,Haringey 030C,13.5,23,93.2,26.7,20.8,10.2,4.2,49638
E01002011,Haringey 030D,7.9,23,90,15.4,34,7.5,4.2,47713
E01002000,Haringey 031A,10.3,30.6,76.4,10.6,39.4,7.7,5.9,33929
E01002001,Haringey 031B,6.8,30.5,78.3,9.9,44.8,6.1,6.0,34324
E01002002,Haringey 031C,10.8,34.7,74.6,14.6,50.1,8.0,7.1,28345
E01002058,Haringey 031D,11.3,38.5,73.9,18.4,44.3,8.6,8.1,28508
E01002053,Haringey 032A,20.7,53.9,74.2,44.3,26.2,11.6,11.4,22615
E01002054,Haringey 032B,23.8,53.7,65,59.7,18.8,12.4,15.8,19096
E01002056,Haringey 032C,14,43.7,72.9,38.8,28.9,8.6,7.0,24157
E01002057,Haringey 032D,15.3,43.2,75.4,26.6,32.3,9.5,8.9,25761
E01001984,Haringey 033A,5.3,21.4,85.7,13.4,39.1,7.8,4.6,47019
E01001985,Haringey 033B,4.9,12.6,93.4,6.9,31.6,6.7,3.7,57461
E01001987,Haringey 033C,4.1,15.6,90.7,3,32.8,7.3,3.7,61546
E01001989,Haringey 033D,6.7,19.9,93.5,13.7,27.2,7.6,5.2,54617
E01001986,Haringey 034A,8.2,18.7,90.6,14.7,30.6,7.4,3.5,51002
E01001988,Haringey 034B,6.1,17.8,91.8,13.3,40.6,6.4,4.4,48609
E01001990,Haringey 034C,6.4,20,93.1,6.9,53.9,6.2,6.4,46419
E01002062,Haringey 034D,6.4,26,91.9,13.8,38.2,7.9,4.7,44561
E01002005,Haringey 035A,5.6,19.2,85.8,7.3,54.9,6.0,3.3,51020
E01002006,Haringey 035B,6.8,18.7,89.4,7.3,44.2,8.2,4.5,50214
E01002007,Haringey 035C,4.5,16.1,91.1,4.6,41.1,7.7,4.5,56659
E01002009,Haringey 035D,5.6,14.6,93.4,4,38.6,7.4,3.3,59445
E01002061,Haringey 036A,7.4,19.8,91.7,12.5,34,5.5,4.9,48150
E01002063,Haringey 036B,11.1,28.4,89.1,27.8,31.7,7.8,6.5,40022
E01002064,Haringey 036C,16.4,37.6,84.1,36.6,27.5,10.0,7.9,29633
E01002065,Haringey 036D,7.5,25.3,86.7,25.2,42.1,6.3,5.8,37840
E01002034,Haringey 037A,24.5,64.2,65.5,57,23.7,14.2,19.2,18144
E01002038,Haringey 037B,25.6,53.2,61.3,45.2,36.6,11.5,15.3,18589
E01002041,Haringey 037C,21.6,59.7,75.8,38.5,25.8,12.4,14.1,21335
E01032575,Haringey 037D,25.4,62.6,71.3,51,21.4,13.5,12.2,20969
E01002755,Islington 001A,18.4,36.3,86.8,67.9,9.6,10.4,13.7,29763
E01002756,Islington 001B,13,27.9,92,32,25.7,9.7,6.8,42461
E01002758,Islington 001C,20.7,45.4,81.9,66.1,17.5,11.8,12.3,26487
E01002804,Islington 001D,19.9,44.5,85.3,53.8,24.9,11.1,10.1,29289
E01002807,Islington 001E,18.4,38.8,82,48.5,27.7,10.7,9.7,29365
E01002811,Islington 001F,19.3,41.3,85.4,55.3,14.7,10.0,10.4,31895
E01002753,Islington 002A,13.9,37.4,84.7,46.5,26.2,9.6,9.4,30095
E01002754,Islington 002B,9.8,20.8,87,21.2,29.3,7.7,6.5,52073
E01002757,Islington 002C,21.5,33.6,89.3,41.2,15.6,10.6,8.6,37729
E01002759,Islington 002D,10.5,23.7,91.8,25.5,22.6,7.7,3.9,48194
E01002760,Islington 002E,24.6,44.8,83.9,58.6,15,12.0,14.8,27241
E01002772,Islington 002F,13.8,32.1,86.3,34,30.1,9.0,7.7,33104
E01002735,Islington 003A,12.7,40.6,80.4,37.5,41.7,8.2,6.5,31782
E01002805,Islington 003B,11.2,29.7,85.6,27.3,45.6,8.0,5.8,35735
E01002806,Islington 003C,12.2,28,88.3,35.4,20.5,8.9,8.0,40286
E01002808,Islington 003D,15.4,28.7,84.7,30.5,31.7,8.2,7.1,35513
E01002809,Islington 003E,15.3,36.7,85.6,37.1,27.4,9.8,9.9,32954
E01002810,Islington 003F,15.9,39.4,84.8,48.8,20.5,10.1,9.8,32488
E01002768,Islington 004A,12.7,25.6,90,50.9,21.2,10.7,7.8,34648
E01002770,Islington 004B,11.1,30.6,85.9,27.9,34.8,6.6,5.8,40940
E01002771,Islington 004C,16.1,32.2,87.3,47.2,22.8,11.0,10.1,35546
E01002773,Islington 004D,15.4,39.8,80.9,66.7,12.4,9.8,12.8,24396
E01002774,Islington 004E,13.7,30.5,86.7,45.8,28.3,8.9,9.2,34645
E01002732,Islington 005A,17.9,50.5,80.9,63.3,20.2,10.8,14.2,27332
E01002734,Islington 005B,23.7,56.7,69,57.6,34.3,10.6,13.2,23014
E01002736,Islington 005C,19.7,51.7,76.1,75.6,10.1,9.5,12.7,24547
E01002737,Islington 005D,24.2,50.2,74.9,62.6,18,11.2,13.1,25693
E01002751,Islington 005E,16.4,50.7,74.9,63.3,18.8,10.2,13.2,27887
E01002742,Islington 006A,7.3,18.1,92.6,16.9,31.9,5.1,3.4,59929
E01002747,Islington 006B,9.6,24.5,87.6,20.4,34.1,5.5,4.4,52153
E01002748,Islington 006C,15.6,46,82.5,47.2,26.7,10.9,11.7,31667
E01002749,Islington 006D,20,36.9,85.6,44.6,17.8,9.2,5.8,37185
E01033493,Islington 006F,3,17.4,89.9,4.3,67.5,3.2,2.0,60440
E01033494,Islington 006G,7,22.6,91.7,20.3,29.5,6.9,3.3,56716
E01002730,Islington 007A,11.3,32.7,80.5,26.5,44.2,7.7,9.3,33146
E01002731,Islington 007B,8.8,34.2,80.3,21,43.2,5.9,5.7,34575
E01002733,Islington 007C,10.9,27.3,87.6,16.2,33.9,6.1,5.7,46806
E01002763,Islington 007D,7.3,31,83.3,42.5,31.8,8.8,7.1,30041
E01002769,Islington 008A,7.6,25.8,88.2,32.9,28,7.5,3.9,44522
E01002785,Islington 008B,11.4,23.5,88.7,25.2,28,8.4,6.6,48267
E01002788,Islington 008C,9.2,20.7,90.8,24.2,31.7,8.3,5.8,46706
E01002789,Islington 008D,7.5,15.3,92.8,16.9,25.2,6.3,3.9,59910
E01002738,Islington 009A,9.9,23.8,89.4,34.4,23.2,6.8,8.3,46717
E01002741,Islington 009B,20,35.2,81.1,57.3,18.3,10.6,10.8,27302
E01002743,Islington 009C,13.4,32.2,85.5,34.4,28.4,7.0,6.2,40460
E01002744,Islington 009D,6.6,21.3,90.2,35.3,23.7,6.3,6.9,48120
E01002752,Islington 009E,16.4,35.2,88.9,47.8,17.7,9.7,7.5,38186
E01002764,Islington 010A,15.2,30.9,86.1,45.6,23.5,9.3,8.3,30746
E01002783,Islington 010B,15.3,29.3,86.2,53.8,21.2,10.6,9.3,28524
E01002784,Islington 010C,17.1,36.2,83.5,51.5,21.3,8.6,11.0,29960
E01002786,Islington 010D,13.5,37.3,83.5,50.5,27.7,9.6,8.2,29531
E01002787,Islington 010E,15.2,36.6,82.7,53.8,25.4,12.5,9.7,30038
E01002762,Islington 011C,9.3,24.4,86.7,27.7,36.7,6.3,6.0,42726
E01002767,Islington 011D,18.4,34.5,82.3,50,18.1,8.7,8.2,29936
E01033486,Islington 011E,18.8,38.1,84.5,50.1,22.8,10.1,8.4,32015
E01033487,Islington 011F,7.1,39.5,80.8,19.5,46.4,5.8,3.4,45876
E01033488,Islington 011G,13.1,40.4,83.1,57.6,24.2,9.2,9.3,32355
E01033491,Islington 011H,8.9,32.6,79.2,28.5,45,7.3,7.7,34127
E01033492,Islington 011I,7.4,30.6,87.3,25.3,46.7,4.7,2.7,49761
E01002777,Islington 012A,8.6,22.9,89.6,39.7,25.3,7.7,6.1,40528
E01002778,Islington 012B,23.1,51.9,80.9,65,18.3,12.1,13.0,25042
E01002779,Islington 012C,10.6,25.5,88.3,30.9,31.5,7.8,5.1,43804
E01002781,Islington 012D,15.2,38.9,87,56.7,17.4,9.4,9.5,33298
E01002782,Islington 012E,23.5,51.5,75.5,66.7,14,11.0,12.8,26679
E01002739,Islington 013A,8.6,18.4,90.8,26.8,25.2,7.5,5.4,56499
E01002740,Islington 013B,6.8,17,91.6,15.6,31.6,5.6,3.0,63800
E01002745,Islington 013C,9.3,20.2,91.3,29.4,23.8,8.2,5.4,51029
E01002795,Islington 013D,12.6,34.4,87.5,37.2,33.3,7.0,6.5,39801
E01002796,Islington 013E,7.7,21.8,87.3,39.3,28,7.4,6.1,46245
E01002716,Islington 014A,20.5,36.9,87,56.9,22,8.5,9.8,29485
E01002718,Islington 014B,5.6,17.5,89.7,23,36.9,7.4,4.2,54572
